KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
eden_pda_qGCOK,R Class System 3/3,,,,,,,,Система класса R 3/3,,,,,,,,
eden_pda_KO8qO,Warp to a R class star system.,,,,,,,,Переместиться в систему звезды класса R,,,,,,,,
eden_pda_O8WCa,Launch Probe,,,,,,,,Запуск зонда,,,,,,,,
eden_pda_WWKF8,High-Tech System Survey Probe on toolbar,,,,,,,,Высокотехнологичная система обследования зонда на панели инструментов,,,,,,,,
eden_pda_mGOW8,Place a High-Tech System Survey Probe on your toolbar to launch the probe.\nHigh-Tech System Survey Probes can be crafted in the Deco tab of a Advanced base or cv Constructor.,,,,,,,,"Поместите Зонд обследования высокотехнологичной системы на панель инструментов, чтобы запустить зонд.\nЗонды обследования высокотехнологичной системы можно создавать во вкладке Deco продвинутой базы или конструктора cv.",,,,,,,,
eden_pda_AeGaO,Place a High-Tech System Survey Probe on your toolbar to begin the survey.,,,,,,,,"Разместите зонд высокотехнологичной системы обследования на вашей панели инструментов, чтобы начать обследование.",,,,,,,,
eden_pda_CCSvS,Survey in Progress,,,,,,,,Обследование в процессе,,,,,,,,
eden_pda_OiGIm,Scanning...,,,,,,,,Сканирование...,,,,,,,,
eden_pda_8CG4K,Wait for the survey to complete.,,,,,,,,Ждите завершения обследования,,,,,,,,
eden_pda_8e8eW,[c][00ffff]UCH Research Vessel: [-][/c]Rogue planets were ejected from their star systems and wander the galaxy as frozen wastelands.,,,,,,,,[c][00ffff]Исследовательское судно UCH: [-][/c]Беговые планеты были выброшены из своих звездных систем и бродят по галактике в виде замороженных пустынь.,,,,,,,,
eden_pda_Xa0hU,Anomaly2 Class System 1/1,,,,,,,,Аномалия2 Классовая Система 1/1,,,,,,,,
eden_pda_uaG4G,Warp to a Anomaly2 class star system. They appear on the map as either a green-white star or a bright green-white star.,,,,,,,,"Warp к аномалии класса Anomaly2 звездной системы. Они появляются на карте либо как зеленовато-белая звезда, либо как яркая зеленовато-белая звезда.",,,,,,,,
eden_pda_qWu04,Launch Probe,,,,,,,,Запуск зонда,,,,,,,,
eden_pda_iOiuO,High-Tech System Survey Probe on toolbar,,,,,,,,Высокотехнологичная система обследования зонда на панели инструментов,,,,,,,,
eden_pda_s8K8F,Place a High-Tech System Survey Probe on your toolbar to launch the probe.\nHigh-Tech System Survey Probes can be crafted in the Deco tab of a Advanced base or cv Constructor.,,,,,,,,"Поместите Зонд обследования высокотехнологичной системы на панель инструментов, чтобы запустить зонд.\nЗонды обследования высокотехнологичной системы можно создавать во вкладке Deco продвинутой базы или конструктора cv.",,,,,,,,
eden_pda_OWKua,Place a High-Tech System Survey Probe on your toolbar to begin the survey.,,,,,,,,"Разместите зонд высокотехнологичной системы обследования на вашей панели инструментов, чтобы начать обследование.",,,,,,,,
eden_pda_0mOSS,Survey in Progress,,,,,,,,Обследование в процессе,,,,,,,,
eden_pda_muES0,Scanning...,,,,,,,,Сканирование...,,,,,,,,
eden_pda_KCiei,Wait for the survey to complete.,,,,,,,,Ждите завершения обследования,,,,,,,,
eden_pda_LG0ai,[c][00ffff]UCH Research Vessel: [-][/c]This neutron star appears far larger than what should be possible.,,,,,,,,"[c][00ffff]Исследовательское судно UCH: [-][/c]Эта нейтронная звезда кажется намного больше, чем это возможно.",,,,,,,,
eden_pda_FS4m8,BH Class System 1/2,,,,,,,,BH Класс Система 1/2,,,,,,,,
eden_pda_O0SK0,Warp to a BH class star system. They appear on the map as a dim gray dot.,,,,,,,,Перейти в звездную систему класса BH. Они появляются на карте как тусклая серая точка.,,,,,,,,
eden_pda_iGOu4,Launch Probe,,,,,,,,Запуск зонда,,,,,,,,
eden_pda_uKqi4,High-Tech System Survey Probe on toolbar,,,,,,,,Высокотехнологичная система обследования зонда на панели инструментов,,,,,,,,
eden_pda_SOXCK,Place a High-Tech System Survey Probe on your toolbar to launch the probe.\nHigh-Tech System Survey Probes can be crafted in the Deco tab of a Advanced base or cv Constructor.,,,,,,,,"Поместите Зонд обследования высокотехнологичной системы на панель инструментов, чтобы запустить зонд.\nЗонды обследования высокотехнологичной системы можно создавать во вкладке Deco продвинутой базы или конструктора cv.",,,,,,,,
eden_pda_8iOKa,Place a High-Tech System Survey Probe on your toolbar to begin the survey.,,,,,,,,"Разместите зонд высокотехнологичной системы обследования на вашей панели инструментов, чтобы начать обследование.",,,,,,,,
eden_pda_4Wau4,Survey in Progress,,,,,,,,Обследование в процессе,,,,,,,,
eden_pda_mmS88,Scanning...,,,,,,,,Сканирование...,,,,,,,,
eden_pda_88C4m,Wait for the survey to complete.,,,,,,,,Ждите завершения обследования,,,,,,,,
eden_pda_0iKBe,[c][00ffff]UCH Research Vessel: [-][/c]Strange alien ships have been reported near black holes. Stay alert.,,,,,,,,[c][00ffff]Исследовательское Судно UCH: [-][/c]Были обнаружены странные инопланетные корабли возле черных дыр. Оставайтесь бдительными.,,,,,,,,
eden_pda_CmWaW,BH Class System 2/2,,,,,,,,BH Класс Система 2/2,,,,,,,,
eden_pda_O4CaS,Warp to a BH class star system.,,,,,,,,Перейти в систему звезд класса BH.,,,,,,,,
eden_pda_eKi4O,Launch Probe,,,,,,,,Запуск зонда,,,,,,,,
eden_pda_SaM00,High-Tech System Survey Probe on toolbar,,,,,,,,Высокотехнологичная система обследования зонда на панели инструментов,,,,,,,,
eden_pda_0aq0e,Place a High-Tech System Survey Probe on your toolbar to launch the probe.\nHigh-Tech System Survey Probes can be crafted in the Deco tab of a Advanced base or cv Constructor.,,,,,,,,"Поместите Зонд обследования высокотехнологичной системы на панель инструментов, чтобы запустить зонд.\nЗонды обследования высокотехнологичной системы можно создавать во вкладке Deco продвинутой базы или конструктора cv.",,,,,,,,
eden_pda_eQ04O,Place a High-Tech System Survey Probe on your toolbar to begin the survey.,,,,,,,,"Разместите зонд высокотехнологичной системы обследования на вашей панели инструментов, чтобы начать обследование.",,,,,,,,
eden_pda_W8upk,Survey in Progress,,,,,,,,Обследование в процессе,,,,,,,,
eden_pda_E8qik,Scanning...,,,,,,,,Сканирование...,,,,,,,,
eden_pda_Ou0WO,Wait for the survey to complete.,,,,,,,,Ждите завершения обследования,,,,,,,,
eden_pda_iaOei,[c][00ffff]UCH Research Vessel: [-][/c]You're unlikely to find any planets around a black hole.,,,,,,,,[c][00ffff]Исследовательское судно UCH: [-][/c]Вряд ли вы сможете найти какие-либо планеты возле черной дыры.,,,,,,,,
eden_pda_a4CqW,Smbh Class System 1/1,,,,,,,,Smbh Класс Система 1/1,,,,,,,,
eden_pda_uommK,Warp to the SMbh class star system in the center of the Andromeda Galaxy. SMbh systems appear as a medium sized purple dot.,,,,,,,,Перейдите в систему звезд класса SMbh в центре галактики Андромеды. Системы SMbh появляются как фиолетовая точка среднего размера.,,,,,,,,
eden_pda_e48Ga,Launch Probe,,,,,,,,Запуск зонда,,,,,,,,
eden_pda_ma80q,High-Tech System Survey Probe on toolbar,,,,,,,,Высокотехнологичная система обследования зонда на панели инструментов,,,,,,,,
eden_pda_i4Sae,Place a High-Tech System Survey Probe on your toolbar to launch the probe.\nHigh-Tech System Survey Probes can be crafted in the Deco tab of a Advanced base or cv Constructor.,,,,,,,,"Поместите Зонд обследования высокотехнологичной системы на панель инструментов, чтобы запустить зонд.\nЗонды обследования высокотехнологичной системы можно создавать во вкладке Deco продвинутой базы или конструктора cv.",,,,,,,,
eden_pda_iqi4S,Place a High-Tech System Survey Probe on your toolbar to begin the survey.,,,,,,,,"Разместите зонд высокотехнологичной системы обследования на вашей панели инструментов, чтобы начать обследование.",,,,,,,,
eden_pda_Gq4mi,Survey in Progress,,,,,,,,Обследование в процессе,,,,,,,,
eden_pda_eKuim,Scanning...,,,,,,,,Сканирование...,,,,,,,,
eden_pda_KWYG8,Wait for the survey to complete.,,,,,,,,Ждите завершения обследования,,,,,,,,
eden_pda_eOKOo,[c][00ffff]UCH Research Vessel: [-][/c]Supermassive black holes can be found at the center of galaxies.,,,,,,,,[c][00ffff]Исследовательское судно UCH: [-][/c]Сверхмассивные черные дыры можно найти в центре галактик.,,,,,,,,
eden_pda_OWQu4,Calibrate Communications 1/3,,,,,,,,Калибровка Связи 1/3,,,,,,,,
eden_pda_mCuai,Calibrating...,,,,,,,,Калибровка...,,,,,,,,
eden_pda_SmauW,Wait for the long range communications relay to be calibrated,,,,,,,,Ждите настройки ретранслятора дальней связи,,,,,,,,
eden_pda_ueKCV,[c][00ffff]UCH Research Vessel: [-][/c]Before you head off into deep space we need to make sure our long range communications relay is working. Please hold on while we calibrate it.,,,,,,,,"[c][00ffff]Исследовательское судно UCH: [-][/c]Прежде чем отправиться в глубокий космос, нам нужно убедиться, что наш ретранслятор дальнобойной связи работает исправно. Пожалуйста, подождите, пока мы откалибруем его.",,,,,,,,
eden_pda_W8iSV,Calibrate Communications 2/3,,,,,,,,Калибровка Связи 2/3,,,,,,,,
eden_pda_kKqOa,Calibrating...,,,,,,,,Калибровка...,,,,,,,,
eden_pda_8OGea,Wait for the long range communications relay to be calibrated,,,,,,,,Ждите настройки ретранслятора дальней связи,,,,,,,,
eden_pda_Oq8Gx,"[c][00ffff]UCH Research Vessel: [-][/c]Here let me try changing the frequency. There, is thi--[c][ffffff]zzttzz[-][/c] ny bette-[c][ffffff]ZzzzZ[-][/c]?\n[i][c][ffffff]You hear nothing but static[-][/c][/i]",,,,,,,,"[c][00ffff]Исследовательское судно UCH: [-][/c]Давайте попробую сменить частоту. Вот, получше ли--[c][ffffff]ззттзз[-][/c] так?[c][ffffff]ЗзззЗ[-][/c]?\n[i][c][ffffff]Вы слышите только статичный шум[-][/c][/i]",,,,,,,,
eden_pda_Km0iI,Calibrate Communications 3/3,,,,,,,,Калибровка Связи 3/3,,,,,,,,
eden_pda_WSC7m,Calibrating...,,,,,,,,Калибровка...,,,,,,,,
eden_pda_0iOui,Wait for the long range communications relay to be calibrated,,,,,,,,Ждите настройки ретранслятора дальней связи,,,,,,,,
eden_pda_iWmSC,"[c][00ffff]UCH Research Vessel: [-][/c]An-[c][ffffff]zzttzz[-][/c]-at all? Can yo-[c][ffffff]zzzzzppfzzz[-][/c]-in. Come in. There, is that better? Okay, let's get started on surveying Andromeda.",,,,,,,,"[c][00ffff]Исследовательское судно UCH: [-][/c]Вsz-[c][ffffff]zzttzz[-][/c]-ли все? Можете ли вы-[c][ffffff]zzzzzppfzzz[-][/c]-ить. Отвечайте. Здесь, лучше теперь? Хорошо, давайте начнем обследование Андромеды.",,,,,,,,
eden_pda_Wqn8O,Warp to a different star,,,,,,,,Варп в другое звездо,,,,,,,,
eden_pda_u4aia,Warp to a different star system.,,,,,,,,Переместиться в другую звездную систему,,,,,,,,
eden_pda_qSe04,Warp to a different star,,,,,,,,Варп в другое звездо,,,,,,,,
eden_pda_Ogea4,Warp to a different star system.,,,,,,,,Переместиться в другую звездную систему,,,,,,,,
eden_pda_imK0Y80,Destroy 10 more cores,,,,,,,,Уничтожьте ещё 10 ядер,,,,,,,,
eden_pda_CmSKAS4,Cores destroyed,,,,,,,,Ядра уничтожены,,,,,,,,
eden_pda_qeeu4Pu,Destroy Alien Cores in the various ruined bases you find on the planet.,,,,,,,,"Уничтожьте инопланетные ядра в различных разрушенных базах, которые вы найдете на планете.",,,,,,,,
eden_pda_0ueCa2m,Message from Savanth Greenzald,,,,,,,,Сообщение от Савант Гринзалд,,,,,,,,
eden_pda_W88a4K0,New Mail,,,,,,,,Новое письмо,,,,,,,,
eden_pda_uG2W7Cq,Open PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message,,,,,,,,Открыть КПК [{keybind(PDA)}] для просмотра сообщения,,,,,,,,
eden_pda_ii4akCK,You have new mail. Open your mailbox by opening the PDA. [c][ffff00]({keybind(PDA)})[-][/c],,,,,,,,"У вас есть новая почта. Откройте свой почтовый ящик, открыв ПДА. [c][ffff00]({keybind(PDA)})[-][/c]",,,,,,,,
eden_pda_8umue4X,You have 1 unread message in your inbox.\nOpen the PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message.,,,,,,,,"У вас 1 непрочитанное сообщение в почтовом ящике.
Откройте КПК [c][ffff00]({keybind(PDA)})[-][/c], чтобы просмотреть сообщение.",,,,,,,,
eden_pda_aWa0uqW,Message from Marko Inero,,,,,,,,Сообщение от Марко Инеро,,,,,,,,
eden_pda_7S84SGO,New Mail,,,,,,,,Новое письмо,,,,,,,,
eden_pda_7qeqOe0,Open PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message,,,,,,,,Открыть КПК [{keybind(PDA)}] для просмотра сообщения,,,,,,,,
eden_pda_CWQq8a8,You have new mail. Open your mailbox by opening the PDA. [c][ffff00]({keybind(PDA)})[-][/c],,,,,,,,"У вас есть новая почта. Откройте свой почтовый ящик, открыв ПДА. [c][ffff00]({keybind(PDA)})[-][/c]",,,,,,,,
eden_pda_muGeg4G,You have 1 unread message in your inbox.\nOpen the PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message.,,,,,,,,"У вас 1 непрочитанное сообщение в почтовом ящике.
Откройте КПК [c][ffff00]({keybind(PDA)})[-][/c], чтобы просмотреть сообщение.",,,,,,,,
eden_pda_4aOGmaO,Message from Small Tony,,,,,,,,Сообщение от Маленького Тони,,,,,,,,
eden_pda_vSE8que,New Mail,,,,,,,,Новое письмо,,,,,,,,
eden_pda_qSKsGq0,Open PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message,,,,,,,,Открыть КПК [{keybind(PDA)}] для просмотра сообщения,,,,,,,,
eden_pda_OeOimqi,You have new mail. Open your mailbox by opening the PDA. [c][ffff00]({keybind(PDA)})[-][/c],,,,,,,,"У вас есть новая почта. Откройте свой почтовый ящик, открыв ПДА. [c][ffff00]({keybind(PDA)})[-][/c]",,,,,,,,
eden_pda_0m0aqSW,You have 1 unread message in your inbox.\nOpen the PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message.,,,,,,,,"У вас 1 непрочитанное сообщение в почтовом ящике.
Откройте КПК [c][ffff00]({keybind(PDA)})[-][/c], чтобы просмотреть сообщение.",,,,,,,,
eden_pda_GuSWY0q,Message from Captain Pang,,,,,,,,Сообщение от Капитана Панга,,,,,,,,
eden_pda_mmSCOak,New Mail,,,,,,,,Новое письмо,,,,,,,,
eden_pda_wS8mSmW,Open PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message,,,,,,,,Открыть КПК [{keybind(PDA)}] для просмотра сообщения,,,,,,,,
eden_pda_OaE4SWG,You have new mail. Open your mailbox by opening the PDA. [c][ffff00]({keybind(PDA)})[-][/c],,,,,,,,"У вас есть новая почта. Откройте свой почтовый ящик, открыв ПДА. [c][ffff00]({keybind(PDA)})[-][/c]",,,,,,,,
eden_pda_8GSiGGa,You have 1 unread message in your inbox.\nOpen the PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message.,,,,,,,,"У вас 1 непрочитанное сообщение в почтовом ящике.
Откройте КПК [c][ffff00]({keybind(PDA)})[-][/c], чтобы просмотреть сообщение.",,,,,,,,
eden_pda_gOSiSLu,[c][ffff00]Syndicate[-][/c] [c][ffffff],,,,,,,,[c][ffff00]Синдикат[-][/c] [c][ffffff],,,,,,,,
eden_pda_uOSKWiu,Message from Polaris Mining Site,,,,,,,,Сообщение с рудника Полярис,,,,,,,,
eden_pda_Go0e0U0,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_G0eOqmZ,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_4saC4Oi,Wait for the message,,,,,,,,Подождите сообщения,,,,,,,,
eden_pda_WSm8Kwe,This is an automated message to all nearby ships. Polaris Mining Company has claimed exclusive mining rights for this site.\nUnauthorized mining of asteroids will result in lethal action. Speak to the Mining Foreman if you wish to purchase ore.,,,,,,,,"Это автоматизированное сообщение для всех ближайших кораблей. Компания ""Polaris Mining"" заявила исключительные права на добычу этого участка.\nНесанкционированная добыча астероидов приведет к смертельным последствиям. Обратитесь к Прорабу по добыче, если хотите приобрести руду.",,,,,,,,
eden_pda_KKCCqaK,Ancient Inscription,,,,,,,,Древняя Надпись,,,,,,,,
eden_pda_KKC4aiO,Wait,,,,,,,,Подождите,,,,,,,,
eden_pda_SGu6Sup,Wait,,,,,,,,Подождите,,,,,,,,
eden_pda_mK8NWCa,Wait,,,,,,,,Подождите,,,,,,,,
eden_pda_OOaCCO0,You take a scan of the statue and have it analyzed by your PDA.\nYou can now activate a scan from the Solo Missions Scanner tab when you are on a Temperate like Planet to find more statues like this.,,,,,,,,"Вы делаете скан статуй и анализируете его с помощью вашего ПДА.\nТеперь вы можете активировать сканирование в вкладке Сканирования Solo Missions, когда находитесь на Температной планете, чтобы найти больше статуй, подобных этой.",,,,,,,,
eden_pda_vr44uia,Ancient Traveler,,,,,,,,Древний Путешественник,,,,,,,,
eden_pda_KOqC8iS,Inscriptions,,,,,,,,Надписи,,,,,,,,
eden_pda_q86Ce0I,Inscriptions,,,,,,,,Надписи,,,,,,,,
eden_pda_OK4a8eG,"The ancient traveler visited Earth-like planets many years ago.\n\nInscriptions:\n[c][9fa19b][i]I have set out among the cosmic shores in search of a new home for my people. Our world is no longer safe for us.[/i][-][/c]\n[c][9fa19b][i]I was one of the first volunteers to delve into the great beyond. I hope I find what I seek.[/i][-][/c]\n[c][9fa19b][i][/i][-][/c]\n[i][c][9fa19b]The search for a suitable planet has been difficult. Many are inhospitable or already inhabited. This planet does not have the correct oxygen levels or sunlight. I must move on.[-][/c][/i][c][9fa19b][i][/i][-][/c]\n[i][c][9fa19b][-][/c][/i]\n[c][9fa19b][i]My ship was hit by an ion storm and I had to make an emergency landing here. I expect to have repairs complete in 2 to 3 suns.[/i][-][/c]\n[c][9fa19b][i]There are locals here who speak Tal'on. They tell me of a strange black sphere with green glowing bands that appeared in the sky one day blocking out the sun, only to disappear a few minutes earlier. This is troubling.[/i][-][/c][i][c][9fa19b][-][/c][/i]\n[c][9fa19b][i][/i][-][/c]\n[c][9fa19b][i]Another planet unsuitable for habitation. Though my species is naturally long lived, I miss home. I do this for them.[/i][-][/c]\n[c][9fa19b][i]I may have to change my search parameters if I am to find a home before the war reaches my homeworld.[/i][-][/c][c][9fa19b][i][/i][-][/c]\n[c][9fa19b][i][/i][-][/c]\n[c][9fa19b][i]I now believe that we cannot afford to search for temperate worlds. I am going to expand my search to include Arid worlds. While not like the pristine woodlands of my home world, I know our species can survive there. If the Sun and Moon clans can do it, so can we.[/i][-][/c]\n[c][9fa19b][i]I heard about an arid planet called Parthix from a fellow traveler with rings of gold. That is where I will go next. Perhaps with luck it will be uninhabited.[/i][-][/c][c][9fa19b][i][/i][-][/c]",,,,,,,,"Древний путешественник посетил Землю-подобные планеты много лет назад.

Надписи:
[c][9fa19b][i]Я отправился среди космических берегов в поисках нового дома для моего народа. Наш мир больше не безопасен для нас.[/i][-][/c]
[c][9fa19b][i]Я был одним из первых волонтеров, которые углубились в великое неизвестное. Я надеюсь, что найду то, что ищу.[/i][-][/c]
[c][9fa19b][i] [/i][-][/c]
[i][c][9fa19b]Поиск подходящей планеты был困нен. Многие из них непригодны для жизни или уже заселены. Эта планета не имеет правильных уровней кислорода или солнечного света. Мне придется уйти отсюда.[-][/c][/i][c][9fa19b][i] [/i][-][/c]
[i][c][9fa19b][-][/c][/i]
[c][9fa19b][i]Мой корабль был поражен ионной бурей, и мне пришлось сделать аварийную посадку здесь. Я ожидаю, что ремонт будет завершен через 2-3 солнца.[/i][-][/c]
[c][9fa19b][i]Здесь есть местные жители, которые говорят на Тал'оне. Они рассказывают мне о странной черной сфере с зелеными светящимися полосами, которая появилась в небе один день, блокируя солнце, только чтобы исчезнуть через несколько минут раньше. Это тревожно.[/i][-][/c][i][c][9fa19b][-][/c][/i]
[c][9fa19b][i] [/i][-][/c]
[c][9fa19b][i]Еще одна планета, непригодная для обитания. Хотя мой вид естественно долгоживущий, я скучаю по дому. Я делаю это для них.[/i][-][/c]
[c][9fa19b][i]Мне, возможно, придется изменить параметры поиска, если я хочу найти дом до того, как война достигнет моей родной планеты.[/i][-][/c][c][9fa19b][i] [/i][-][/c]
[c][9fa19b][i] [/i][-][/c]
[c][9fa19b][i]Теперь я считаю, что мы не можем позволить себе искать умеренные миры. Я собираюсь расширить свой поиск, чтобы включить аридные планеты. Хотя они не похожи на первозданные леса моей родной планеты, я знаю, что наш вид может выжить там. Если солнечный и лунный кланы могут сделать это, то и мы.[/i][-][/c]
[c][9fa19b][i]Я услышал об аридной планете под названием Партикс от fellow-путешественника с кольцами золота. Туда я пойду дальше. Может быть, удача улыбнется мне, и она окажется необитаемой.[/i][-][/c][c][9fa19b][i] [/i][-][/c]",,,,,,,,
eden_pda_ofuCC88,Ancient Inscriptions will be collected here.,,,,,,,,Древние надписи будут собраны здесь.,,,,,,,,
eden_pda_mOuiuK8,[c][00ffff]Project Eden:[-][/c] Inscription Repository,,,,,,,,[c][00ffff]Проект Эдем:[-][/c] Хранилище надписей,,,,,,,,
eden_pda_iOa4SqG,Golden Rings and Ancient Ways,,,,,,,,Золотые Кольца и Древние Пути,,,,,,,,
eden_pda_OS48SGS,[c][ff8000]Farr[-][/c] [c][ffffff],,,,,,,,[c][ff8000]Фарр[-][/c] [c][ffffff],,,,,,,,
eden_pda_aeGO4ce,You have followed the journey of an unknown traveler. From the look of the stones you discovered they were at least several hundred years old.\nYou found out the Traveler's next destination was a planet with golden rings known as Parthix. Perhaps there will be another clue there.\n\nTravel to the planet Parthix. You can find it by searching for it in the galaxy map.,,,,,,,,"Вы последовали за путешествием неизвестного путешественника. Судя по виду камней, которые вы обнаружили, они были как минимум несколько сотен лет назад.\nВы узнали, что следующим пунктом назначения Путешественника была планета с золотыми кольцами, известная как Партикс. Может быть, там будет еще одна подсказка.\n\nОтправляйтесь на планету Партикс. Вы можете найти ее, выполнив поиск в галактической карте.",,,,,,,,
eden_pda_CamWGWm,You have followed the journey of an unknown traveler. From the look of the stones you discovered they were at least several hundred years old.\nYou found out the Traveler's next destination was a planet with golden rings known as Parthix. Perhaps there will be another clue there.\n\nTravel to the planet Parthix. You can find it by searching for it in the galaxy map.,,,,,,,,"Вы последовали за путешествием неизвестного путешественника. Судя по виду камней, которые вы обнаружили, они были как минимум несколько сотен лет назад.\nВы узнали, что следующим пунктом назначения Путешественника была планета с золотыми кольцами, известная как Партикс. Может быть, там будет еще одна подсказка.\n\nОтправляйтесь на планету Партикс. Вы можете найти ее, выполнив поиск в галактической карте.",,,,,,,,
eden_pda_a8qeSIK,The Golden Rings,,,,,,,,Золотые Кольца,,,,,,,,
eden_pda_4SiM4SC,Travel to Parthix. You can search for it in the galaxy map.,,,,,,,,Путешествие на Партикс. Вы можете найти его на галактической карте.,,,,,,,,
eden_pda_ma8ua4K,Warp to Parthix Orbit,,,,,,,,Варп в Орбиту Партика,,,,,,,,
eden_pda_qGq4iqK,Enter the Orbit of Parthix. You can search for Parthix on your galaxy map.,,,,,,,,Войдите в орбиту Партикс. Вы можете найти Партикс на своей галактической карте.,,,,,,,,
eden_pda_CiCeWe8,Land on Parthix,,,,,,,,Посадитесь на Партикс,,,,,,,,
eden_pda_ueZaeqa,Land on Parthix. You can find Parthix by searching for it in the galaxy map.,,,,,,,,"Посадитесь на Партикс. Вы можете найти Партикс, выполнив поиск в галактической карте.",,,,,,,,
eden_pda_Qm04O4O,Incoming Transmission: [i][c][ffffff]The Brotherhood of Farr welcomes you to Parthix. Please observe all local laws and regulations. Piracy will not be tolerated.[-][/c][/i],,,,,,,,"Входящая передача: [i][c][ffffff]Братство Фарр приветствует вас на Партикс. Пожалуйста, соблюдайте все местные законы и правила. Пиратство не будет терпимо.[-][/c][/i]",,,,,,,,
eden_pda_GCWSamq,Find out about The Wanderer,,,,,,,,Узнайте об Отшельнике,,,,,,,,
eden_pda_Kqmoe09,Speak with Archivist,,,,,,,,Поговорите с Архивариусом,,,,,,,,
eden_pda_BquSOKm,Speak with the Archivist. The Archivist will be in the Archives on Parthix.,,,,,,,,Говорите с Архивистом. Архивист будет в Архивах на Партике.,,,,,,,,
eden_pda_K4iiGGe,Visit the Archives on Parthix. This is an optional objective.,,,,,,,,Посетите Архивы на Партикс. Это необязательная цель.,,,,,,,,
eden_pda_SKuW0C0,Visit Archives,,,,,,,,Посетить Архивы,,,,,,,,
eden_pda_80SGSei,Find Archivist,,,,,,,,Найти Архивиста,,,,,,,,
eden_pda_ai4808e,Find the Archivist in the Archives. This is an optional objective.,,,,,,,,Найдите Архивиста в Архивах. Это необязательная цель.,,,,,,,,
eden_pda_8aeeGQO,Wait for the Archivist,,,,,,,,Ждите Архивариуса,,,,,,,,
eden_pda_8aiOq88,Your scanners pick up a beacon for a structure called the Farr Archives. Perhaps you should start your search there?,,,,,,,,"Ваши сканеры обнаруживают маяк для структуры под названием Архивы Фарра. Может быть, вам следует начать поиск именно там?",,,,,,,,
eden_pda_qOS4uOm,Searching for text,,,,,,,,Поиск текста,,,,,,,,
eden_pda_qeGiS44,Wait for the Archivist on Parthix to search for the text. Do not leave Parthix or he will have to start over.,,,,,,,,"Ждите Архивариуса на Партихсе, чтобы он нашёл текст. Не покидайте Партихс, иначе ему придётся начинать заново.",,,,,,,,
eden_pda_W0iOiKo,Explore Temple Prime,,,,,,,,Исследуйте Храм Прим,,,,,,,,
eden_pda_SuCKC08,While you wait for the Archivist explore the rest of Parthix. This is an optional objective.,,,,,,,,"Пока вы ждете Архивиста, исследуйте остальную часть Партика. Это необязательная цель.",,,,,,,,
eden_pda_40ve4W8,Explore Farr's Arrival,,,,,,,,Исследуй Прибытие Фарр,,,,,,,,
eden_pda_8iSGGa0,Message from Archivist,,,,,,,,Сообщение от Архивиста,,,,,,,,
eden_pda_mqKG84B,Open PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message,,,,,,,,Открыть КПК [{keybind(PDA)}] для просмотра сообщения,,,,,,,,
eden_pda_UCSqeu8,You have new mail. Open your mailbox by opening the PDA. [c][ffff00]({keybind(PDA)})[-][/c],,,,,,,,"У вас есть новая почта. Откройте свой почтовый ящик, открыв ПДА. [c][ffff00]({keybind(PDA)})[-][/c]",,,,,,,,
eden_pda_0CpuGCi,You have 1 unread message in your inbox.\nOpen the PDA [c][ffff00]({keybind(PDA)})[-][/c] to view message.,,,,,,,,"У вас 1 непрочитанное сообщение в почтовом ящике.
Откройте КПК [c][ffff00]({keybind(PDA)})[-][/c], чтобы просмотреть сообщение.",,,,,,,,
eden_pda_ui2aiWC,Speak to Archivist,,,,,,,,Говорите с Архивистом,,,,,,,,
eden_pda_KKae0aq,Return to the Archivist at the Farr Archives on Parthix and speak with him.,,,,,,,,Вернитесь к Архивариусу в архивах Фарр на Партикс и поговорите с ним.,,,,,,,,
eden_pda_8S0OCCm,"You give the Archivist all the information you gathered on the ancient statues you had discovered. He hands you a package and quickly turns back to his console, frantically adding the new information to the archives.",,,,,,,,"Вы передаете Архивисту всю информацию, которую вы собрали о древних статуях, которые вы обнаружили. Он вручает вам пакет и быстро поворачивается обратно к своей консоли, лихорадочно добавляя новую информацию в архивы.",,,,,,,,
eden_pda_OaE4kpQ,Wait for the Archivist to find the text. Explore the rest of Parthix in the meantime but do not leave the planet or the Archivist will stop looking.,,,,,,,,"Ждите, пока Архивариус найдет текст. Исследуйте остальную часть Партикса в это время, но не покидайте планету, иначе Архивариус перестанет искать.",,,,,,,,
eden_pda_mScGGeq,Find Archivist,,,,,,,,Найти Архивиста,,,,,,,,
eden_pda_K8e0u0e,Temple Prime was built around the original device Farr used to bring down gold meteorites from orbit.,,,,,,,,"Храм Прим был построен вокруг оригинального устройства Фарр, которое использовалось для приведения золотых метеоритов из орбиты.",,,,,,,,
